Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	leaf-1	0	dev=net(0)	InInterests	0	0	0	0
0.5	leaf-1	0	dev=net(0)	OutInterests	80	2.81094	50	1.75684
0.5	leaf-1	0	dev=net(0)	DropInterests	0	0	0	0
0.5	leaf-1	0	dev=net(0)	InNacks	0	0	0	0
0.5	leaf-1	0	dev=net(0)	OutNacks	0	0	0	0
0.5	leaf-1	0	dev=net(0)	DropNacks	0	0	0	0
0.5	leaf-1	0	dev=net(0)	InData	80	83.2797	50	52.0498
0.5	leaf-1	0	dev=net(0)	OutData	0	0	0	0
0.5	leaf-1	0	dev=net(0)	DropData	0	0	0	0
0.5	leaf-1	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
0.5	leaf-1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	leaf-1	0	dev=net(0)	OutSatisfiedInterests	80	0	50	0
0.5	leaf-1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	leaf-1	1	dev=local(1)	InInterests	80	0	50	0
0.5	leaf-1	1	dev=local(1)	OutInterests	0	0	0	0
0.5	leaf-1	1	dev=local(1)	DropInterests	0	0	0	0
0.5	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
0.5	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
0.5	leaf-1	1	dev=local(1)	DropNacks	0	0	0	0
0.5	leaf-1	1	dev=local(1)	InData	0	0	0	0
0.5	leaf-1	1	dev=local(1)	OutData	80	83.2797	50	52.0498
0.5	leaf-1	1	dev=local(1)	DropData	0	0	0	0
0.5	leaf-1	1	dev=local(1)	InSatisfiedInterests	80	0	50	0
0.5	leaf-1	1	dev=local(1)	InTimedOutInterests	0	0	0	0
0.5	leaf-1	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
0.5	leaf-1	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
0.5	leaf-1	-1	all	SatisfiedInterests	80	0	50	0
0.5	leaf-1	-1	all	TimedOutInterests	0	0	0	0
0.5	leaf-2	0	dev=net(0)	InInterests	0	0	0	0
0.5	leaf-2	0	dev=net(0)	OutInterests	80	2.81094	50	1.75684
0.5	leaf-2	0	dev=net(0)	DropInterests	0	0	0	0
0.5	leaf-2	0	dev=net(0)	InNacks	0	0	0	0
0.5	leaf-2	0	dev=net(0)	OutNacks	0	0	0	0
0.5	leaf-2	0	dev=net(0)	DropNacks	0	0	0	0
0.5	leaf-2	0	dev=net(0)	InData	80	83.2797	50	52.0498
0.5	leaf-2	0	dev=net(0)	OutData	0	0	0	0
0.5	leaf-2	0	dev=net(0)	DropData	0	0	0	0
0.5	leaf-2	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
0.5	leaf-2	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	leaf-2	0	dev=net(0)	OutSatisfiedInterests	80	0	50	0
0.5	leaf-2	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	1	dev=local(1)	InInterests	80	0	50	0
0.5	leaf-2	1	dev=local(1)	OutInterests	0	0	0	0
0.5	leaf-2	1	dev=local(1)	DropInterests	0	0	0	0
0.5	leaf-2	1	dev=local(1)	InNacks	0	0	0	0
0.5	leaf-2	1	dev=local(1)	OutNacks	0	0	0	0
0.5	leaf-2	1	dev=local(1)	DropNacks	0	0	0	0
0.5	leaf-2	1	dev=local(1)	InData	0	0	0	0
0.5	leaf-2	1	dev=local(1)	OutData	80	83.2797	50	52.0498
0.5	leaf-2	1	dev=local(1)	DropData	0	0	0	0
0.5	leaf-2	1	dev=local(1)	InSatisfiedInterests	80	0	50	0
0.5	leaf-2	1	dev=local(1)	InTimedOutInterests	0	0	0	0
0.5	leaf-2	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
0.5	leaf-2	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	-1	all	SatisfiedInterests	80	0	50	0
0.5	leaf-2	-1	all	TimedOutInterests	0	0	0	0
0.5	leaf-3	0	dev=net(0)	InInterests	0	0	0	0
0.5	leaf-3	0	dev=net(0)	OutInterests	80	2.81094	50	1.75684
0.5	leaf-3	0	dev=net(0)	DropInterests	0	0	0	0
0.5	leaf-3	0	dev=net(0)	InNacks	0	0	0	0
0.5	leaf-3	0	dev=net(0)	OutNacks	0	0	0	0
0.5	leaf-3	0	dev=net(0)	DropNacks	0	0	0	0
0.5	leaf-3	0	dev=net(0)	InData	80	83.2797	50	52.0498
0.5	leaf-3	0	dev=net(0)	OutData	0	0	0	0
0.5	leaf-3	0	dev=net(0)	DropData	0	0	0	0
0.5	leaf-3	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
0.5	leaf-3	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	leaf-3	0	dev=net(0)	OutSatisfiedInterests	80	0	50	0
0.5	leaf-3	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	1	dev=local(1)	InInterests	80	0	50	0
0.5	leaf-3	1	dev=local(1)	OutInterests	0	0	0	0
0.5	leaf-3	1	dev=local(1)	DropInterests	0	0	0	0
0.5	leaf-3	1	dev=local(1)	InNacks	0	0	0	0
0.5	leaf-3	1	dev=local(1)	OutNacks	0	0	0	0
0.5	leaf-3	1	dev=local(1)	DropNacks	0	0	0	0
0.5	leaf-3	1	dev=local(1)	InData	0	0	0	0
0.5	leaf-3	1	dev=local(1)	OutData	80	83.2797	50	52.0498
0.5	leaf-3	1	dev=local(1)	DropData	0	0	0	0
0.5	leaf-3	1	dev=local(1)	InSatisfiedInterests	80	0	50	0
0.5	leaf-3	1	dev=local(1)	InTimedOutInterests	0	0	0	0
0.5	leaf-3	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
0.5	leaf-3	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	-1	all	SatisfiedInterests	80	0	50	0
0.5	leaf-3	-1	all	TimedOutInterests	0	0	0	0
0.5	leaf-4	0	dev=net(0)	InInterests	0	0	0	0
0.5	leaf-4	0	dev=net(0)	OutInterests	80	2.81094	50	1.75684
0.5	leaf-4	0	dev=net(0)	DropInterests	0	0	0	0
0.5	leaf-4	0	dev=net(0)	InNacks	0	0	0	0
0.5	leaf-4	0	dev=net(0)	OutNacks	0	0	0	0
0.5	leaf-4	0	dev=net(0)	DropNacks	0	0	0	0
0.5	leaf-4	0	dev=net(0)	InData	80	83.2797	50	52.0498
0.5	leaf-4	0	dev=net(0)	OutData	0	0	0	0
0.5	leaf-4	0	dev=net(0)	DropData	0	0	0	0
0.5	leaf-4	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
0.5	leaf-4	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	leaf-4	0	dev=net(0)	OutSatisfiedInterests	80	0	50	0
0.5	leaf-4	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	1	dev=local(1)	InInterests	80	0	50	0
0.5	leaf-4	1	dev=local(1)	OutInterests	0	0	0	0
0.5	leaf-4	1	dev=local(1)	DropInterests	0	0	0	0
0.5	leaf-4	1	dev=local(1)	InNacks	0	0	0	0
0.5	leaf-4	1	dev=local(1)	OutNacks	0	0	0	0
0.5	leaf-4	1	dev=local(1)	DropNacks	0	0	0	0
0.5	leaf-4	1	dev=local(1)	InData	0	0	0	0
0.5	leaf-4	1	dev=local(1)	OutData	80	83.2797	50	52.0498
0.5	leaf-4	1	dev=local(1)	DropData	0	0	0	0
0.5	leaf-4	1	dev=local(1)	InSatisfiedInterests	80	0	50	0
0.5	leaf-4	1	dev=local(1)	InTimedOutInterests	0	0	0	0
0.5	leaf-4	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
0.5	leaf-4	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	-1	all	SatisfiedInterests	80	0	50	0
0.5	leaf-4	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-1	1	dev=net(1)	InInterests	80	2.81094	50	1.75684
0.5	rtr-1	1	dev=net(1)	OutInterests	0	0	0	0
0.5	rtr-1	1	dev=net(1)	DropInterests	0	0	0	0
0.5	rtr-1	1	dev=net(1)	InNacks	0	0	0	0
0.5	rtr-1	1	dev=net(1)	OutNacks	0	0	0	0
0.5	rtr-1	1	dev=net(1)	DropNacks	0	0	0	0
0.5	rtr-1	1	dev=net(1)	InData	0	0	0	0
0.5	rtr-1	1	dev=net(1)	OutData	80	83.2797	50	52.0498
0.5	rtr-1	1	dev=net(1)	DropData	0	0	0	0
0.5	rtr-1	1	dev=net(1)	InSatisfiedInterests	80	0	50	0
0.5	rtr-1	1	dev=net(1)	InTimedOutInterests	0	0	0	0
0.5	rtr-1	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	2	dev=net(2)	InInterests	0	0	0	0
0.5	rtr-1	2	dev=net(2)	OutInterests	160	5.62188	100	3.51367
0.5	rtr-1	2	dev=net(2)	DropInterests	0	0	0	0
0.5	rtr-1	2	dev=net(2)	InNacks	0	0	0	0
0.5	rtr-1	2	dev=net(2)	OutNacks	0	0	0	0
0.5	rtr-1	2	dev=net(2)	DropNacks	0	0	0	0
0.5	rtr-1	2	dev=net(2)	InData	160	166.559	100	104.1
0.5	rtr-1	2	dev=net(2)	OutData	0	0	0	0
0.5	rtr-1	2	dev=net(2)	DropData	0	0	0	0
0.5	rtr-1	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
0.5	rtr-1	2	dev=net(2)	InTimedOutInterests	0	0	0	0
0.5	rtr-1	2	dev=net(2)	OutSatisfiedInterests	160	0	100	0
0.5	rtr-1	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	0	dev=net(0)	InInterests	80	2.81094	50	1.75684
0.5	rtr-1	0	dev=net(0)	OutInterests	0	0	0	0
0.5	rtr-1	0	dev=net(0)	DropInterests	0	0	0	0
0.5	rtr-1	0	dev=net(0)	InNacks	0	0	0	0
0.5	rtr-1	0	dev=net(0)	OutNacks	0	0	0	0
0.5	rtr-1	0	dev=net(0)	DropNacks	0	0	0	0
0.5	rtr-1	0	dev=net(0)	InData	0	0	0	0
0.5	rtr-1	0	dev=net(0)	OutData	80	83.2797	50	52.0498
0.5	rtr-1	0	dev=net(0)	DropData	0	0	0	0
0.5	rtr-1	0	dev=net(0)	InSatisfiedInterests	80	0	50	0
0.5	rtr-1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	rtr-1	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	-1	all	SatisfiedInterests	160	0	100	0
0.5	rtr-1	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-2	0	dev=net(0)	InInterests	80	2.81094	50	1.75684
0.5	rtr-2	0	dev=net(0)	OutInterests	0	0	0	0
0.5	rtr-2	0	dev=net(0)	DropInterests	0	0	0	0
0.5	rtr-2	0	dev=net(0)	InNacks	0	0	0	0
0.5	rtr-2	0	dev=net(0)	OutNacks	0	0	0	0
0.5	rtr-2	0	dev=net(0)	DropNacks	0	0	0	0
0.5	rtr-2	0	dev=net(0)	InData	0	0	0	0
0.5	rtr-2	0	dev=net(0)	OutData	80	83.2797	50	52.0498
0.5	rtr-2	0	dev=net(0)	DropData	0	0	0	0
0.5	rtr-2	0	dev=net(0)	InSatisfiedInterests	80	0	50	0
0.5	rtr-2	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	rtr-2	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
0.5	rtr-2	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	1	dev=net(1)	InInterests	80	2.81094	50	1.75684
0.5	rtr-2	1	dev=net(1)	OutInterests	0	0	0	0
0.5	rtr-2	1	dev=net(1)	DropInterests	0	0	0	0
0.5	rtr-2	1	dev=net(1)	InNacks	0	0	0	0
0.5	rtr-2	1	dev=net(1)	OutNacks	0	0	0	0
0.5	rtr-2	1	dev=net(1)	DropNacks	0	0	0	0
0.5	rtr-2	1	dev=net(1)	InData	0	0	0	0
0.5	rtr-2	1	dev=net(1)	OutData	80	83.2797	50	52.0498
0.5	rtr-2	1	dev=net(1)	DropData	0	0	0	0
0.5	rtr-2	1	dev=net(1)	InSatisfiedInterests	80	0	50	0
0.5	rtr-2	1	dev=net(1)	InTimedOutInterests	0	0	0	0
0.5	rtr-2	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
0.5	rtr-2	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	2	dev=net(2)	InInterests	0	0	0	0
0.5	rtr-2	2	dev=net(2)	OutInterests	160	5.62188	100	3.51367
0.5	rtr-2	2	dev=net(2)	DropInterests	0	0	0	0
0.5	rtr-2	2	dev=net(2)	InNacks	0	0	0	0
0.5	rtr-2	2	dev=net(2)	OutNacks	0	0	0	0
0.5	rtr-2	2	dev=net(2)	DropNacks	0	0	0	0
0.5	rtr-2	2	dev=net(2)	InData	160	166.559	100	104.1
0.5	rtr-2	2	dev=net(2)	OutData	0	0	0	0
0.5	rtr-2	2	dev=net(2)	DropData	0	0	0	0
0.5	rtr-2	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
0.5	rtr-2	2	dev=net(2)	InTimedOutInterests	0	0	0	0
0.5	rtr-2	2	dev=net(2)	OutSatisfiedInterests	160	0	100	0
0.5	rtr-2	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	-1	all	SatisfiedInterests	160	0	100	0
0.5	rtr-2	-1	all	TimedOutInterests	0	0	0	0
0.5	root	0	dev=net(0)	InInterests	160	5.62188	100	3.51367
0.5	root	0	dev=net(0)	OutInterests	0	0	0	0
0.5	root	0	dev=net(0)	DropInterests	0	0	0	0
0.5	root	0	dev=net(0)	InNacks	0	0	0	0
0.5	root	0	dev=net(0)	OutNacks	0	0	0	0
0.5	root	0	dev=net(0)	DropNacks	0	0	0	0
0.5	root	0	dev=net(0)	InData	0	0	0	0
0.5	root	0	dev=net(0)	OutData	160	166.559	100	104.1
0.5	root	0	dev=net(0)	DropData	0	0	0	0
0.5	root	0	dev=net(0)	InSatisfiedInterests	160	0	100	0
0.5	root	0	dev=net(0)	InTimedOutInterests	0	0	0	0
0.5	root	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
0.5	root	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
0.5	root	1	dev=net(1)	InInterests	160	5.62188	100	3.51367
0.5	root	1	dev=net(1)	OutInterests	0	0	0	0
0.5	root	1	dev=net(1)	DropInterests	0	0	0	0
0.5	root	1	dev=net(1)	InNacks	0	0	0	0
0.5	root	1	dev=net(1)	OutNacks	0	0	0	0
0.5	root	1	dev=net(1)	DropNacks	0	0	0	0
0.5	root	1	dev=net(1)	InData	0	0	0	0
0.5	root	1	dev=net(1)	OutData	160	166.559	100	104.1
0.5	root	1	dev=net(1)	DropData	0	0	0	0
0.5	root	1	dev=net(1)	InSatisfiedInterests	160	0	100	0
0.5	root	1	dev=net(1)	InTimedOutInterests	0	0	0	0
0.5	root	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
0.5	root	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
0.5	root	2	dev=local(2)	InInterests	0	0	0	0
0.5	root	2	dev=local(2)	OutInterests	320	11.2438	200	7.02734
0.5	root	2	dev=local(2)	DropInterests	0	0	0	0
0.5	root	2	dev=local(2)	InNacks	0	0	0	0
0.5	root	2	dev=local(2)	OutNacks	0	0	0	0
0.5	root	2	dev=local(2)	DropNacks	0	0	0	0
0.5	root	2	dev=local(2)	InData	320	0	200	0
0.5	root	2	dev=local(2)	OutData	0	0	0	0
0.5	root	2	dev=local(2)	DropData	0	0	0	0
0.5	root	2	dev=local(2)	InSatisfiedInterests	0	0	0	0
0.5	root	2	dev=local(2)	InTimedOutInterests	0	0	0	0
0.5	root	2	dev=local(2)	OutSatisfiedInterests	320	0	200	0
0.5	root	2	dev=local(2)	OutTimedOutInterests	0	0	0	0
0.5	root	-1	all	SatisfiedInterests	320	0	200	0
0.5	root	-1	all	TimedOutInterests	0	0	0	0
1	leaf-1	0	dev=net(0)	InInterests	0	0	0	0
1	leaf-1	0	dev=net(0)	OutInterests	96	3.37469	50	1.75781
1	leaf-1	0	dev=net(0)	DropInterests	0	0	0	0
1	leaf-1	0	dev=net(0)	InNacks	0	0	0	0
1	leaf-1	0	dev=net(0)	OutNacks	0	0	0	0
1	leaf-1	0	dev=net(0)	DropNacks	0	0	0	0
1	leaf-1	0	dev=net(0)	InData	96	99.9372	50	52.0508
1	leaf-1	0	dev=net(0)	OutData	0	0	0	0
1	leaf-1	0	dev=net(0)	DropData	0	0	0	0
1	leaf-1	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
1	leaf-1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
1	leaf-1	0	dev=net(0)	OutSatisfiedInterests	96	0	50	0
1	leaf-1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
1	leaf-1	1	dev=local(1)	InInterests	96	0	50	0
1	leaf-1	1	dev=local(1)	OutInterests	0	0	0	0
1	leaf-1	1	dev=local(1)	DropInterests	0	0	0	0
1	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1	leaf-1	1	dev=local(1)	DropNacks	0	0	0	0
1	leaf-1	1	dev=local(1)	InData	0	0	0	0
1	leaf-1	1	dev=local(1)	OutData	96	99.9372	50	52.0508
1	leaf-1	1	dev=local(1)	DropData	0	0	0	0
1	leaf-1	1	dev=local(1)	InSatisfiedInterests	96	0	50	0
1	leaf-1	1	dev=local(1)	InTimedOutInterests	0	0	0	0
1	leaf-1	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
1	leaf-1	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
1	leaf-1	-1	all	SatisfiedInterests	96	0	50	0
1	leaf-1	-1	all	TimedOutInterests	0	0	0	0
1	leaf-2	0	dev=net(0)	InInterests	0	0	0	0
1	leaf-2	0	dev=net(0)	OutInterests	96	3.37469	50	1.75781
1	leaf-2	0	dev=net(0)	DropInterests	0	0	0	0
1	leaf-2	0	dev=net(0)	InNacks	0	0	0	0
1	leaf-2	0	dev=net(0)	OutNacks	0	0	0	0
1	leaf-2	0	dev=net(0)	DropNacks	0	0	0	0
1	leaf-2	0	dev=net(0)	InData	96	99.9372	50	52.0508
1	leaf-2	0	dev=net(0)	OutData	0	0	0	0
1	leaf-2	0	dev=net(0)	DropData	0	0	0	0
1	leaf-2	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
1	leaf-2	0	dev=net(0)	InTimedOutInterests	0	0	0	0
1	leaf-2	0	dev=net(0)	OutSatisfiedInterests	96	0	50	0
1	leaf-2	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
1	leaf-2	1	dev=local(1)	InInterests	96	0	50	0
1	leaf-2	1	dev=local(1)	OutInterests	0	0	0	0
1	leaf-2	1	dev=local(1)	DropInterests	0	0	0	0
1	leaf-2	1	dev=local(1)	InNacks	0	0	0	0
1	leaf-2	1	dev=local(1)	OutNacks	0	0	0	0
1	leaf-2	1	dev=local(1)	DropNacks	0	0	0	0
1	leaf-2	1	dev=local(1)	InData	0	0	0	0
1	leaf-2	1	dev=local(1)	OutData	96	99.9372	50	52.0508
1	leaf-2	1	dev=local(1)	DropData	0	0	0	0
1	leaf-2	1	dev=local(1)	InSatisfiedInterests	96	0	50	0
1	leaf-2	1	dev=local(1)	InTimedOutInterests	0	0	0	0
1	leaf-2	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
1	leaf-2	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
1	leaf-2	-1	all	SatisfiedInterests	96	0	50	0
1	leaf-2	-1	all	TimedOutInterests	0	0	0	0
1	leaf-3	0	dev=net(0)	InInterests	0	0	0	0
1	leaf-3	0	dev=net(0)	OutInterests	96	3.37469	50	1.75781
1	leaf-3	0	dev=net(0)	DropInterests	0	0	0	0
1	leaf-3	0	dev=net(0)	InNacks	0	0	0	0
1	leaf-3	0	dev=net(0)	OutNacks	0	0	0	0
1	leaf-3	0	dev=net(0)	DropNacks	0	0	0	0
1	leaf-3	0	dev=net(0)	InData	96	99.9372	50	52.0508
1	leaf-3	0	dev=net(0)	OutData	0	0	0	0
1	leaf-3	0	dev=net(0)	DropData	0	0	0	0
1	leaf-3	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
1	leaf-3	0	dev=net(0)	InTimedOutInterests	0	0	0	0
1	leaf-3	0	dev=net(0)	OutSatisfiedInterests	96	0	50	0
1	leaf-3	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
1	leaf-3	1	dev=local(1)	InInterests	96	0	50	0
1	leaf-3	1	dev=local(1)	OutInterests	0	0	0	0
1	leaf-3	1	dev=local(1)	DropInterests	0	0	0	0
1	leaf-3	1	dev=local(1)	InNacks	0	0	0	0
1	leaf-3	1	dev=local(1)	OutNacks	0	0	0	0
1	leaf-3	1	dev=local(1)	DropNacks	0	0	0	0
1	leaf-3	1	dev=local(1)	InData	0	0	0	0
1	leaf-3	1	dev=local(1)	OutData	96	99.9372	50	52.0508
1	leaf-3	1	dev=local(1)	DropData	0	0	0	0
1	leaf-3	1	dev=local(1)	InSatisfiedInterests	96	0	50	0
1	leaf-3	1	dev=local(1)	InTimedOutInterests	0	0	0	0
1	leaf-3	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
1	leaf-3	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
1	leaf-3	-1	all	SatisfiedInterests	96	0	50	0
1	leaf-3	-1	all	TimedOutInterests	0	0	0	0
1	leaf-4	0	dev=net(0)	InInterests	0	0	0	0
1	leaf-4	0	dev=net(0)	OutInterests	96	3.37469	50	1.75781
1	leaf-4	0	dev=net(0)	DropInterests	0	0	0	0
1	leaf-4	0	dev=net(0)	InNacks	0	0	0	0
1	leaf-4	0	dev=net(0)	OutNacks	0	0	0	0
1	leaf-4	0	dev=net(0)	DropNacks	0	0	0	0
1	leaf-4	0	dev=net(0)	InData	96	99.9372	50	52.0508
1	leaf-4	0	dev=net(0)	OutData	0	0	0	0
1	leaf-4	0	dev=net(0)	DropData	0	0	0	0
1	leaf-4	0	dev=net(0)	InSatisfiedInterests	0	0	0	0
1	leaf-4	0	dev=net(0)	InTimedOutInterests	0	0	0	0
1	leaf-4	0	dev=net(0)	OutSatisfiedInterests	96	0	50	0
1	leaf-4	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
1	leaf-4	1	dev=local(1)	InInterests	96	0	50	0
1	leaf-4	1	dev=local(1)	OutInterests	0	0	0	0
1	leaf-4	1	dev=local(1)	DropInterests	0	0	0	0
1	leaf-4	1	dev=local(1)	InNacks	0	0	0	0
1	leaf-4	1	dev=local(1)	OutNacks	0	0	0	0
1	leaf-4	1	dev=local(1)	DropNacks	0	0	0	0
1	leaf-4	1	dev=local(1)	InData	0	0	0	0
1	leaf-4	1	dev=local(1)	OutData	96	99.9372	50	52.0508
1	leaf-4	1	dev=local(1)	DropData	0	0	0	0
1	leaf-4	1	dev=local(1)	InSatisfiedInterests	96	0	50	0
1	leaf-4	1	dev=local(1)	InTimedOutInterests	0	0	0	0
1	leaf-4	1	dev=local(1)	OutSatisfiedInterests	0	0	0	0
1	leaf-4	1	dev=local(1)	OutTimedOutInterests	0	0	0	0
1	leaf-4	-1	all	SatisfiedInterests	96	0	50	0
1	leaf-4	-1	all	TimedOutInterests	0	0	0	0
1	rtr-1	1	dev=net(1)	InInterests	96	3.37469	50	1.75781
1	rtr-1	1	dev=net(1)	OutInterests	0	0	0	0
1	rtr-1	1	dev=net(1)	DropInterests	0	0	0	0
1	rtr-1	1	dev=net(1)	InNacks	0	0	0	0
1	rtr-1	1	dev=net(1)	OutNacks	0	0	0	0
1	rtr-1	1	dev=net(1)	DropNacks	0	0	0	0
1	rtr-1	1	dev=net(1)	InData	0	0	0	0
1	rtr-1	1	dev=net(1)	OutData	96	99.9372	50	52.0508
1	rtr-1	1	dev=net(1)	DropData	0	0	0	0
1	rtr-1	1	dev=net(1)	InSatisfiedInterests	96	0	50	0
1	rtr-1	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	rtr-1	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
1	rtr-1	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	rtr-1	2	dev=net(2)	InInterests	0	0	0	0
1	rtr-1	2	dev=net(2)	OutInterests	192	6.74937	100	3.51562
1	rtr-1	2	dev=net(2)	DropInterests	0	0	0	0
1	rtr-1	2	dev=net(2)	InNacks	0	0	0	0
1	rtr-1	2	dev=net(2)	OutNacks	0	0	0	0
1	rtr-1	2	dev=net(2)	DropNacks	0	0	0	0
1	rtr-1	2	dev=net(2)	InData	192	199.874	100	104.102
1	rtr-1	2	dev=net(2)	OutData	0	0	0	0
1	rtr-1	2	dev=net(2)	DropData	0	0	0	0
1	rtr-1	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
1	rtr-1	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	rtr-1	2	dev=net(2)	OutSatisfiedInterests	192	0	100	0
1	rtr-1	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	rtr-1	0	dev=net(0)	InInterests	96	3.37469	50	1.75781
1	rtr-1	0	dev=net(0)	OutInterests	0	0	0	0
1	rtr-1	0	dev=net(0)	DropInterests	0	0	0	0
1	rtr-1	0	dev=net(0)	InNacks	0	0	0	0
1	rtr-1	0	dev=net(0)	OutNacks	0	0	0	0
1	rtr-1	0	dev=net(0)	DropNacks	0	0	0	0
1	rtr-1	0	dev=net(0)	InData	0	0	0	0
1	rtr-1	0	dev=net(0)	OutData	96	99.9372	50	52.0508
1	rtr-1	0	dev=net(0)	DropData	0	0	0	0
1	rtr-1	0	dev=net(0)	InSatisfiedInterests	96	0	50	0
1	rtr-1	0	dev=net(0)	InTimedOutInterests	0	0	0	0
1	rtr-1	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
1	rtr-1	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
1	rtr-1	-1	all	SatisfiedInterests	192	0	100	0
1	rtr-1	-1	all	TimedOutInterests	0	0	0	0
1	rtr-2	0	dev=net(0)	InInterests	96	3.37469	50	1.75781
1	rtr-2	0	dev=net(0)	OutInterests	0	0	0	0
1	rtr-2	0	dev=net(0)	DropInterests	0	0	0	0
1	rtr-2	0	dev=net(0)	InNacks	0	0	0	0
1	rtr-2	0	dev=net(0)	OutNacks	0	0	0	0
1	rtr-2	0	dev=net(0)	DropNacks	0	0	0	0
1	rtr-2	0	dev=net(0)	InData	0	0	0	0
1	rtr-2	0	dev=net(0)	OutData	96	99.9372	50	52.0508
1	rtr-2	0	dev=net(0)	DropData	0	0	0	0
1	rtr-2	0	dev=net(0)	InSatisfiedInterests	96	0	50	0
1	rtr-2	0	dev=net(0)	InTimedOutInterests	0	0	0	0
1	rtr-2	0	dev=net(0)	OutSatisfiedInterests	0	0	0	0
1	rtr-2	0	dev=net(0)	OutTimedOutInterests	0	0	0	0
1	rtr-2	1	dev=net(1)	InInterests	96	3.37469	50	1.75781
1	rtr-2	1	dev=net(1)	OutInterests	0	0	0	0
1	rtr-2	1	dev=net(1)	DropInterests	0	0	0	0
1	rtr-2	1	dev=net(1)	InNacks	0	0	0	0
1	rtr-2	1	dev=net(1)	OutNacks	0	0	0	0
1	rtr-2	1	dev=net(1)	DropNacks	0	0	0	0
1	rtr-2	1	dev=net(1)	InData	0	0	0	0
